整理ID,カート番号,発送,出荷日,発注日時,発注者,発送先,請求先,商品コード,商品名,単価(税別),入数,受注数,単位,合計金額(税別),合計金額(税込),送料(税別),発送状況,納期,発注者確認,カテゴリー
1223745,141770,発送完了,未設定,2025-09-23 15:16,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,SK634,"AIﾓﾝｽﾀｰぬいぐるみﾏｽｺｯﾄ20㎝",220,240,1,箱,52800,58080,0,"発注受付
9/26出荷",2025年08月 上,納品前,オススメ商品,SNS・流行り物,
1188187,138749,発送完了,未設定,2025-09-03 11:07,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,SW908,"aiモンスターマスコットキーホルダー【約18㎝】",325,96,1,箱,31200,34320,0,"9/18発送完了",2025年09月 中旬,納品前,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,SNS・流行り物,
1187874,138721,発送完了,未設定,2025-09-02 20:15,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,SW601,"液晶付きミニデジタルカメラ vogue 64入(ハーフ/クォーター+1000円)【サイズ:約8cm カラーPKG入】",62500,1,1,箱,62500,68750,0,"9/17発送完了",2025年09月 中旬,納品前,電子商品,クォーター,ラクチャレW景品（下部）,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1187873,138720,発送完了,未設定,2025-09-02 20:15,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,SW601,"液晶付きミニデジタルカメラ vogue 64入(ハーフ/クォーター+1000円)【サイズ:約8cm カラーPKG入】",62500,1,4,箱,250000,275000,0,"9/17発送完了",2025年09月 中旬,納品前,電子商品,クォーター,ラクチャレW景品（下部）,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1187867,138715,発送完了,未設定,2025-09-02 20:06,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RB764,"ミュージック付き拡声器ボイコレBC　サイズ：約Ｗ6.5×Ｄ6×Ｈ6.5㎝　4種",340,144,1,箱,48960,53856,0,"発注受付
9/4出荷",2025年04月 上旬,納品前,小型機用,電子商品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1187865,138715,発送完了,未設定,2025-09-02 20:06,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,SK493,"   なんちゃって うそ発見器 ！？ EX  240入(ハーフ/クォーター+1000円)【箱サイズ:約6x3.5x4cm カラーパッケージ入】",52500,1,1,箱,52500,57750,0,"9/3発送完了",2026年01月 即納,納品前,即納,小型機用,電子商品,クォーター,ラクチャレキュート景品,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,明日出荷（土日祝除く）,
1187762,138700,発送完了,2025-09-03,2025-09-02 19:33,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,HC712,"ミニピストルライトキーホルダー[個包装PP袋][商品サイズ：1.8*4*5cm]",33,960,0.5,箱,15840,17424,1000,"9/3発送完了",2026年03月 上旬,納品前,小型機用,ラクチャレキュート景品,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1187752,138700,発送完了,未設定,2025-09-02 19:33,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RI737,"  ミニミニ NEWクレーンアームキーホルダー2 320入＠182(ハーフ/クォーター+1000円)【サイズ:約6cm 個別袋入 】",58100,1,0.5,箱,29050,31955,1000,"9/3発送完了",2025年09月 即納,納品前,即納,小型機用,クォーター,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,明日出荷（土日祝除く）,
1185478,138520,発送完了,未設定,2025-09-01 16:11,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RZ992,"AIモンスターズﾊｲｸｵﾘﾃｨﾌｨｷﾞｭｱKHストラップ付5.7×8㎝",180,270,5,箱,243000,267300,0,"9/2出荷完了",2025年06月 中旬,納品前,オススメ商品,SNS・流行り物,
1185050,138480,発送完了,未設定,2025-09-01 13:31,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,SW908,"aiモンスターマスコットキーホルダー【約18㎝】",325,96,2,箱,62400,68640,0,"9/18発送完了",2025年09月 中旬,納品前,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,SNS・流行り物,
1171679,136762,発送完了,2025-09-01,2025-08-20 12:01,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,KF567,"やみつき！光る！カチカチキートップKH【商品サイズ：約3cm】",115,480,0.5,箱,27600,30360,1000,"発注受付",2026年04月 下旬,納品前,小型機用,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1170769,136691,発送完了,未設定,2025-08-19 17:18,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,SK493,"   なんちゃって うそ発見器 ！？ EX  240入(ハーフ/クォーター+1000円)【箱サイズ:約6x3.5x4cm カラーパッケージ入】",52500,1,1,箱,52500,57750,0,"9/2発送完了",2026年01月 即納,納品前,即納,小型機用,電子商品,クォーター,ラクチャレキュート景品,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,明日出荷（土日祝除く）,
1168178,136353,発送完了,未設定,2025-08-17 21:00,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,SK719,"aiモンスターマスコットキーホルダー【約18㎝】",325,96,2,箱,62400,68640,0,"8/20 納期遅延連絡済み
9月伝票変更
納期変更前：8月下旬
納期変更後：9月上旬
9/18発送完了",2025年08月 下旬,納品前,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,SNS・流行り物,
1168177,136352,発送完了,未設定,2025-08-17 21:00,"【フォロー】achieve（アミューズ）","島添勝也",【フォロー】株式会社change（旧achieve）,SK719,"aiモンスターマスコットキーホルダー【約18㎝】",325,96,2,箱,62400,68640,0,"8/20 納期遅延連絡済み
9月伝票変更
納期変更前：8月下旬
納期変更後：9月上旬
9/18発送完了",2025年08月 下旬,納品前,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,SNS・流行り物,
1125166,132086,発送完了,未設定,2025-07-15 13:01,"【フォロー】achieve（アミューズ）","島添勝也",【フォロー】株式会社change（旧achieve）,SK492,"  携帯ゲーム機 GAME Ark S mini5 96入(ハーフ/クォーター+1000円)【箱サイズ:約9.7cm カラーパッケージ入】",59480,1,0.25,箱,14870,16357,1000,"9/3発送完了",2026年01月 即納,納品前,即納,小型機用,電子商品,クォーター,ラクチャレW景品（下部）,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,明日出荷（土日祝除く）,
1090456,129000,発送完了,未設定,2025-06-18 23:36,"【フォロー】achieve（アミューズ）","島添勝也",【フォロー】株式会社change（旧achieve）,SF134,"9月下旬再販　6/19締切　3種　キティ　ヒョウ柄ボールチェーンマスコット　ヘッダー台紙付　約H95×W72×D54mm",905,54,1,箱,48870,53757,0,"発注受付
9/19発送完了",2025年09月 下旬,納品前,オススメ商品,
1090455,129000,発送完了,未設定,2025-06-18 23:36,"【フォロー】achieve（アミューズ）","島添勝也",【フォロー】株式会社change（旧achieve）,SF133,"9月下旬再販　6/19締切　3種　キティ　ヒョウ柄ボールチェーンマスコット　ヘッダー台紙付　約H95×W72×D54mm",905,54,1,箱,48870,53757,0,"発注受付
9/19発送完了",2025年09月 下旬,納品前,オススメ商品,
1090453,128999,発送完了,未設定,2025-06-18 23:36,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,SF134,"9月下旬再販　6/19締切　3種　キティ　ヒョウ柄ボールチェーンマスコット　ヘッダー台紙付　約H95×W72×D54mm",905,54,1,箱,48870,53757,0,"発注受付
9/19発送完了",2025年09月 下旬,納品前,オススメ商品,
1090454,128999,発送完了,未設定,2025-06-18 23:36,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,SF133,"9月下旬再販　6/19締切　3種　キティ　ヒョウ柄ボールチェーンマスコット　ヘッダー台紙付　約H95×W72×D54mm",905,54,1,箱,48870,53757,0,"発注受付
9/19発送完了",2025年09月 下旬,納品前,オススメ商品,
1090450,128997,発送完了,未設定,2025-06-18 23:34,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,SF133,"9月下旬再販　6/19締切　3種　キティ　ヒョウ柄ボールチェーンマスコット　ヘッダー台紙付　約H95×W72×D54mm",905,54,3,箱,146610,161271,0,"発注受付
9/19発送完了",2025年09月 下旬,納品前,オススメ商品,
1090449,128997,発送完了,未設定,2025-06-18 23:34,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,SF134,"9月下旬再販　6/19締切　3種　キティ　ヒョウ柄ボールチェーンマスコット　ヘッダー台紙付　約H95×W72×D54mm",905,54,3,箱,146610,161271,0,"発注受付
9/19発送完了",2025年09月 下旬,納品前,オススメ商品,
1068179,127084,発送完了,2025-09-08,2025-06-02 15:36,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,SA807,"ﾓﾝﾁｯﾁ ｽﾏｰﾄｷｰｹｰｽ【パッケージPP　サイズ：約9.5*6*2.5ｃｍ】モンチッチ　スマートキーケース",550,84,1,箱,46200,50820,0,"9/8発送完了
J4601014",2025年09月 中旬,納品前,
1066568,126807,発送完了,2025-09-18,2025-05-31 15:22,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,RW575,"ハローキティ ミラークロック【商品サイズ:約H5.5×W14×D3.5㎝】☆",1000,60,0.5,箱,30000,33000,1000,"発注受付",2025年09月 中～下旬,納品前,電子商品,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1051607,125030,発送完了,未設定,2025-05-15 12:32,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RR936,"5/15〆切　ロッテ雪見だいふくクッションＢＩＧ１７（２個口）【約30×16㎝】※通常送料＋別途送料（発注数×3000円）",1000,24,1,箱,24000,26400,3000,"9/18発送完了",2025年09月 3週発売,納品前,大型機用,
1042614,124240,発送完了,2025-09-19,2025-05-08 12:52,"【フォロー】achieve（アミューズ）","島添勝也",【フォロー】株式会社change（旧achieve）,RW561,"トッポ ワイヤレスイヤホン【商品サイズ:約H3.1×W6.2×D4.3㎝】☆",1000,60,1,箱,60000,66000,0,"発注受付",2025年09月 中～下旬,納品前,電子商品,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1042613,124240,発送完了,2025-09-19,2025-05-08 12:52,"【フォロー】achieve（アミューズ）","島添勝也",【フォロー】株式会社change（旧achieve）,RW572,"ジャグラーワイヤレスイヤホン(ＯＶＡＬ２)【商品サイズ:約H3.1×W6.2×D4.3㎝】☆",1000,60,1,箱,60000,66000,0,"発注受付",2025年09月 中～下旬,納品前,小型機用,電子商品,ラクチャレキュート景品,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1042611,124239,発送完了,2025-09-19,2025-05-08 12:51,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,RW561,"トッポ ワイヤレスイヤホン【商品サイズ:約H3.1×W6.2×D4.3㎝】☆",1000,60,1,箱,60000,66000,0,"発注受付",2025年09月 中～下旬,納品前,電子商品,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1042612,124239,発送完了,2025-09-19,2025-05-08 12:51,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,RW572,"ジャグラーワイヤレスイヤホン(ＯＶＡＬ２)【商品サイズ:約H3.1×W6.2×D4.3㎝】☆",1000,60,1,箱,60000,66000,0,"発注受付",2025年09月 中～下旬,納品前,小型機用,電子商品,ラクチャレキュート景品,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1042610,124238,発送完了,2025-09-19,2025-05-08 12:50,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RW561,"トッポ ワイヤレスイヤホン【商品サイズ:約H3.1×W6.2×D4.3㎝】☆",1000,60,4,箱,240000,264000,0,"発注受付",2025年09月 中～下旬,納品前,電子商品,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1042608,124238,発送完了,2025-09-18,2025-05-08 12:50,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RW570,"ジャグラーティッシュクロック３（アイムジャグラーEX）【商品サイズ:約H7×W24×D14.5㎝】☆",1000,60,0.5,箱,30000,33000,1000,"発注受付",2025年09月 中～下旬,納品前,電子商品,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1042609,124238,発送完了,2025-09-19,2025-05-08 12:50,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RW572,"ジャグラーワイヤレスイヤホン(ＯＶＡＬ２)【商品サイズ:約H3.1×W6.2×D4.3㎝】☆",1000,60,2,箱,120000,132000,0,"発注受付",2025年09月 中～下旬,納品前,小型機用,電子商品,ラクチャレキュート景品,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1022459,122464,発送完了,2025-09-11,2025-04-21 22:39,"【フォロー】achieve（アミューズ）","島添勝也",【フォロー】株式会社change（旧achieve）,RS346,"U1823 北斗の拳サウンドチェンジ！！ワイヤレスイヤホンvol.1 1種(60入)　サイズ：約H6×W6×D3ｃm",1000,60,1,箱,60000,66000,0,"9/11着発送完了",2025年09月 中旬～,納品前,即納,小型機用,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1022458,122463,発送完了,2025-09-11,2025-04-21 22:39,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,RS346,"U1823 北斗の拳サウンドチェンジ！！ワイヤレスイヤホンvol.1 1種(60入)　サイズ：約H6×W6×D3ｃm",1000,60,1,箱,60000,66000,0,"9/11着発送完了",2025年09月 中旬～,納品前,即納,小型機用,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1022457,122462,発送完了,2025-09-11,2025-04-21 22:38,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RS346,"U1823 北斗の拳サウンドチェンジ！！ワイヤレスイヤホンvol.1 1種(60入)　サイズ：約H6×W6×D3ｃm",1000,60,1,箱,60000,66000,0,"9/11着発送完了",2025年09月 中旬～,納品前,即納,小型機用,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,

発注数,62.75,
入数,5530.75,
商品件数,51,件
商品合計(税別),2857870,円
送料合計(税別),20500,円
総合計(税込),3164307,円
